CVEGEO,Municipio,CP
15008,Amatepec,51500
15008,Amatepec,51510
15008,Amatepec,51513
15008,Amatepec,51514
15008,Amatepec,51515
15008,Amatepec,51516
15008,Amatepec,51517
15008,Amatepec,51520
15008,Amatepec,51523
15008,Amatepec,51524
15008,Amatepec,51525
15008,Amatepec,51526
15008,Amatepec,51527
15008,Amatepec,51530
15008,Amatepec,51533
15008,Amatepec,51534
15008,Amatepec,51535
15008,Amatepec,51536
15008,Amatepec,51537
15008,Amatepec,51540
15008,Amatepec,51543
15008,Amatepec,51544
15009,Amecameca,56900
15009,Amecameca,56903
15009,Amecameca,56904
15009,Amecameca,56905
15009,Amecameca,56913
15009,Amecameca,56914
15009,Amecameca,56920
15009,Amecameca,56923
15009,Amecameca,56924
15009,Amecameca,56930
15009,Amecameca,56933
15009,Amecameca,56935
15009,Amecameca,56940
15009,Amecameca,56945
15009,Amecameca,56950
15009,Amecameca,56953
15009,Amecameca,56954
15009,Amecameca,56955
15009,Amecameca,56956
15009,Amecameca,56960
15009,Amecameca,56963
15009,Amecameca,56965
15010,Apaxco,55660
15010,Apaxco,55663
15010,Apaxco,55664
15010,Apaxco,55665
15010,Apaxco,55666
15010,Apaxco,55667
15011,Atenco,56300
15011,Atenco,56303
15011,Atenco,56304
15011,Atenco,56305
15011,Atenco,56306
15011,Atenco,56310
15011,Atenco,56313
15011,Atenco,56314
15011,Atenco,56315
15012,Atizapán,52500
15012,Atizapán,52503
15012,Atizapán,52504
15012,Atizapán,52505
15012,Atizapán,52506
15013,Atizapán de Zaragoza,52900
15013,Atizapán de Zaragoza,52909
15013,Atizapán de Zaragoza,52910
15013,Atizapán de Zaragoza,52915
15013,Atizapán de Zaragoza,52916
15013,Atizapán de Zaragoza,52918
15013,Atizapán de Zaragoza,52919
15013,Atizapán de Zaragoza,52920
15013,Atizapán de Zaragoza,52923
15013,Atizapán de Zaragoza,52924
15013,Atizapán de Zaragoza,52925
15013,Atizapán de Zaragoza,52926
15013,Atizapán de Zaragoza,52927
15013,Atizapán de Zaragoza,52928
15013,Atizapán de Zaragoza,52929
15013,Atizapán de Zaragoza,52930
15013,Atizapán de Zaragoza,52934
15013,Atizapán de Zaragoza,52936
15013,Atizapán de Zaragoza,52937
15013,Atizapán de Zaragoza,52938
15013,Atizapán de Zaragoza,52939
15013,Atizapán de Zaragoza,52940
15013,Atizapán de Zaragoza,52945
15013,Atizapán de Zaragoza,52946
15013,Atizapán de Zaragoza,52947
15013,Atizapán de Zaragoza,52948
15013,Atizapán de Zaragoza,52949
15013,Atizapán de Zaragoza,52950
15013,Atizapán de Zaragoza,52953
15013,Atizapán de Zaragoza,52956
15013,Atizapán de Zaragoza,52957
15013,Atizapán de Zaragoza,52958
15013,Atizapán de Zaragoza,52959
15013,Atizapán de Zaragoza,52960
15013,Atizapán de Zaragoza,52965
15013,Atizapán de Zaragoza,52966
15013,Atizapán de Zaragoza,52967
15013,Atizapán de Zaragoza,52968
15013,Atizapán de Zaragoza,52970
15013,Atizapán de Zaragoza,52975
15013,Atizapán de Zaragoza,52976
15013,Atizapán de Zaragoza,52977
15013,Atizapán de Zaragoza,52978
15013,Atizapán de Zaragoza,52979
15013,Atizapán de Zaragoza,52980
15013,Atizapán de Zaragoza,52985
15013,Atizapán de Zaragoza,52986
15013,Atizapán de Zaragoza,52987
15013,Atizapán de Zaragoza,52988
15013,Atizapán de Zaragoza,52989
15013,Atizapán de Zaragoza,52990
15013,Atizapán de Zaragoza,52994
15013,Atizapán de Zaragoza,52995
15013,Atizapán de Zaragoza,52996
15013,Atizapán de Zaragoza,52997
15013,Atizapán de Zaragoza,52998
15014,Atlacomulco,50450
15014,Atlacomulco,50453
15014,Atlacomulco,50454
15014,Atlacomulco,50455
15014,Atlacomulco,50456
15014,Atlacomulco,50457
15014,Atlacomulco,50458
15014,Atlacomulco,50460
15014,Atlacomulco,50463
15014,Atlacomulco,50464
15014,Atlacomulco,50465
15014,Atlacomulco,50466
15014,Atlacomulco,50470
15014,Atlacomulco,50473
15014,Atlacomulco,50474
15014,Atlacomulco,50475
15014,Atlacomulco,50476
15014,Atlacomulco,50477
15014,Atlacomulco,50480
15014,Atlacomulco,50483
15014,Atlacomulco,50484
15014,Atlacomulco,50485
15014,Atlacomulco,50486
15014,Atlacomulco,50487
15014,Atlacomulco,50490
15014,Atlacomulco,50493
15014,Atlacomulco,50494
15014,Atlacomulco,50495
15014,Atlacomulco,50496
15014,Atlacomulco,50497
15015,Atlautla,56970
15015,Atlautla,56973
15015,Atlautla,56974
15015,Atlautla,56975
15015,Atlautla,56976
15015,Atlautla,56977
15015,Atlautla,56978
15015,Atlautla,56979
15015,Atlautla,56980
15015,Atlautla,56982
15015,Atlautla,56983
15015,Atlautla,56984
15016,Axapusco,55940
15016,Axapusco,55943
15016,Axapusco,55950
15016,Axapusco,55951
15016,Axapusco,55952
15016,Axapusco,55954
15016,Axapusco,55955
15016,Axapusco,55956
15016,Axapusco,55960
15016,Axapusco,55963
15016,Axapusco,55965
15017,Ayapango,56760
15017,Ayapango,56763
15017,Ayapango,56765
15017,Ayapango,56766
15017,Ayapango,56767
15017,Ayapango,56770
15017,Ayapango,56776
15018,Calimaya,52200
15018,Calimaya,52203
15018,Calimaya,52204
15018,Calimaya,52205
15018,Calimaya,52210
15018,Calimaya,52213
15018,Calimaya,52214
15018,Calimaya,52215
15018,Calimaya,52220
15018,Calimaya,52223
15018,Calimaya,52224
15018,Calimaya,52225
15018,Calimaya,52226
15018,Calimaya,52227
15018,Calimaya,52228
15018,Calimaya,52230
15018,Calimaya,52233
15018,Calimaya,52234
15018,Calimaya,52235
15018,Calimaya,52236
15019,Capulhuac,52700
15019,Capulhuac,52710
15019,Capulhuac,52713
15019,Capulhuac,52714
15019,Capulhuac,52715
15019,Capulhuac,52720
15019,Capulhuac,52723
15019,Capulhuac,52730
15019,Capulhuac,52733
15025,Chalco,56600
15025,Chalco,56604
15025,Chalco,56605
15025,Chalco,56606
15025,Chalco,56607
15025,Chalco,56608
15025,Chalco,56609
15025,Chalco,56620
15025,Chalco,56623
15025,Chalco,56624
15025,Chalco,56625
15025,Chalco,56640
15025,Chalco,56641
15025,Chalco,56642
15025,Chalco,56643
15025,Chalco,56644
15025,Chalco,56646
15025,Chalco,56647
15026,Chapa de Mota,54350
15026,Chapa de Mota,54360
15026,Chapa de Mota,54363
15026,Chapa de Mota,54364
15026,Chapa de Mota,54365
15026,Chapa de Mota,54366
15026,Chapa de Mota,54367
15026,Chapa de Mota,54370
15026,Chapa de Mota,54373
15026,Chapa de Mota,54374
15026,Chapa de Mota,54375
15026,Chapa de Mota,54380
15026,Chapa de Mota,54383
15026,Chapa de Mota,54384
15026,Chapa de Mota,54385
15026,Chapa de Mota,54386
15026,Chapa de Mota,54387
15027,Chapultepec,52240
15027,Chapultepec,52242
15027,Chapultepec,52243
15027,Chapultepec,52250
15027,Chapultepec,52253
15027,Chapultepec,52254
15028,Chiautla,56030
15028,Chiautla,56034
15028,Chiautla,56035
15028,Chiautla,56036
15028,Chiautla,56037
15028,Chiautla,56038
15028,Chiautla,56040
15029,Chicoloapan,56370
15029,Chicoloapan,56373
15029,Chicoloapan,56375
15029,Chicoloapan,56376
15029,Chicoloapan,56377
15029,Chicoloapan,56380
15029,Chicoloapan,56383
15029,Chicoloapan,56384
15029,Chicoloapan,56386
15029,Chicoloapan,56387
15029,Chicoloapan,56390
15029,Chicoloapan,56396
15030,Chiconcuac,56270
15030,Chiconcuac,56272
15030,Chiconcuac,56273
15030,Chiconcuac,56274
15030,Chiconcuac,56280
15031,Chimalhuacán,56330
15031,Chimalhuacán,56333
15031,Chimalhuacán,56334
15031,Chimalhuacán,56335
15031,Chimalhuacán,56337
15031,Chimalhuacán,56338
15031,Chimalhuacán,56340
15031,Chimalhuacán,56343
15031,Chimalhuacán,56344
15031,Chimalhuacán,56346
15031,Chimalhuacán,56350
15031,Chimalhuacán,56353
15031,Chimalhuacán,56356
15031,Chimalhuacán,56360
15031,Chimalhuacán,56363
15031,Chimalhuacán,56366
15020,Coacalco de Berriozábal,55700
15020,Coacalco de Berriozábal,55705
15020,Coacalco de Berriozábal,55707
15020,Coacalco de Berriozábal,55708
15020,Coacalco de Berriozábal,55709
15020,Coacalco de Berriozábal,55710
15020,Coacalco de Berriozábal,55712
15020,Coacalco de Berriozábal,55713
15020,Coacalco de Berriozábal,55714
15020,Coacalco de Berriozábal,55715
15020,Coacalco de Berriozábal,55716
15020,Coacalco de Berriozábal,55717
15020,Coacalco de Berriozábal,55718
15020,Coacalco de Berriozábal,55719
15020,Coacalco de Berriozábal,55720
15020,Coacalco de Berriozábal,55726
15020,Coacalco de Berriozábal,55728
15020,Coacalco de Berriozábal,55729
15020,Coacalco de Berriozábal,55730
15020,Coacalco de Berriozábal,55736
15020,Coacalco de Berriozábal,55737
15020,Coacalco de Berriozábal,55738
15020,Coacalco de Berriozábal,55739
15021,Coatepec Harinas,51700
15021,Coatepec Harinas,51710
15021,Coatepec Harinas,51713
15021,Coatepec Harinas,51714
15021,Coatepec Harinas,51715
15021,Coatepec Harinas,51716
15021,Coatepec Harinas,51717
15021,Coatepec Harinas,51720
15021,Coatepec Harinas,51723
15021,Coatepec Harinas,51724
15021,Coatepec Harinas,51725
15021,Coatepec Harinas,51726
15021,Coatepec Harinas,51727
15021,Coatepec Harinas,51730
15021,Coatepec Harinas,51733
15021,Coatepec Harinas,51734
15021,Coatepec Harinas,51740
15021,Coatepec Harinas,51750
15021,Coatepec Harinas,51753
15021,Coatepec Harinas,51754
15021,Coatepec Harinas,51755
15022,Cocotitlán,56680
15022,Cocotitlán,56683
15023,Coyotepec,54660
15023,Coyotepec,54665
15023,Coyotepec,54666
15023,Coyotepec,54667
15023,Coyotepec,54668
15024,Cuautitlán,54800
15024,Cuautitlán,54803
15024,Cuautitlán,54804
15024,Cuautitlán,54805
15024,Cuautitlán,54807
15024,Cuautitlán,54830
15024,Cuautitlán,54831
15024,Cuautitlán,54834
15024,Cuautitlán,54840
15024,Cuautitlán,54850
15024,Cuautitlán,54855
15024,Cuautitlán,54857
15024,Cuautitlán,54858
15024,Cuautitlán,54860
15024,Cuautitlán,54870
15024,Cuautitlán,54875
15024,Cuautitlán,54877
15024,Cuautitlán,54878
15024,Cuautitlán,54879
15121,Cuautitlán Izcalli,54700
15121,Cuautitlán Izcalli,54710
15121,Cuautitlán Izcalli,54712
15121,Cuautitlán Izcalli,54713
15121,Cuautitlán Izcalli,54714
15121,Cuautitlán Izcalli,54715
15121,Cuautitlán Izcalli,54716
15121,Cuautitlán Izcalli,54719
15121,Cuautitlán Izcalli,54720
15121,Cuautitlán Izcalli,54725
15121,Cuautitlán Izcalli,54729
15121,Cuautitlán Izcalli,54730
15121,Cuautitlán Izcalli,54740
15121,Cuautitlán Izcalli,54743
15121,Cuautitlán Izcalli,54744
15121,Cuautitlán Izcalli,54745
15121,Cuautitlán Izcalli,54750
15121,Cuautitlán Izcalli,54753
15121,Cuautitlán Izcalli,54759
15121,Cuautitlán Izcalli,54760
15121,Cuautitlán Izcalli,54763
15121,Cuautitlán Izcalli,54764
15121,Cuautitlán Izcalli,54765
15121,Cuautitlán Izcalli,54766
15121,Cuautitlán Izcalli,54767
15121,Cuautitlán Izcalli,54769
15032,Donato Guerra,51030
15032,Donato Guerra,51036
15032,Donato Guerra,51038
15032,Donato Guerra,51039
15032,Donato Guerra,51050
15032,Donato Guerra,51056
15032,Donato Guerra,51057
15032,Donato Guerra,51058
15032,Donato Guerra,51059
15033,Ecatepec de Morelos,55000
15033,Ecatepec de Morelos,55010
15033,Ecatepec de Morelos,55014
15033,Ecatepec de Morelos,55016
15033,Ecatepec de Morelos,55017
15033,Ecatepec de Morelos,55018
15033,Ecatepec de Morelos,55020
15033,Ecatepec de Morelos,55023
15033,Ecatepec de Morelos,55024
15033,Ecatepec de Morelos,55025
15033,Ecatepec de Morelos,55027
15033,Ecatepec de Morelos,55028
15033,Ecatepec de Morelos,55029
15033,Ecatepec de Morelos,55030
15033,Ecatepec de Morelos,55036
15033,Ecatepec de Morelos,55037
15033,Ecatepec de Morelos,55038
15033,Ecatepec de Morelos,55039
15033,Ecatepec de Morelos,55040
15033,Ecatepec de Morelos,55044
15033,Ecatepec de Morelos,55050
15033,Ecatepec de Morelos,55055
15033,Ecatepec de Morelos,55056
15033,Ecatepec de Morelos,55057
15033,Ecatepec de Morelos,55059
15033,Ecatepec de Morelos,55060
15033,Ecatepec de Morelos,55063
15033,Ecatepec de Morelos,55064
15033,Ecatepec de Morelos,55065
15033,Ecatepec de Morelos,55066
15033,Ecatepec de Morelos,55067
15033,Ecatepec de Morelos,55068
15033,Ecatepec de Morelos,55069
15033,Ecatepec de Morelos,55070
15033,Ecatepec de Morelos,55074
15033,Ecatepec de Morelos,55075
15033,Ecatepec de Morelos,55076
15033,Ecatepec de Morelos,55080
15033,Ecatepec de Morelos,55084
15033,Ecatepec de Morelos,55085
15033,Ecatepec de Morelos,55087
15033,Ecatepec de Morelos,55090
15033,Ecatepec de Morelos,55094
15033,Ecatepec de Morelos,55095
15033,Ecatepec de Morelos,55100
15033,Ecatepec de Morelos,55104
15033,Ecatepec de Morelos,55105
15033,Ecatepec de Morelos,55107
15033,Ecatepec de Morelos,55114
15033,Ecatepec de Morelos,55115
15033,Ecatepec de Morelos,55117
15033,Ecatepec de Morelos,55118
15033,Ecatepec de Morelos,55119
15033,Ecatepec de Morelos,55120
15033,Ecatepec de Morelos,55125
15033,Ecatepec de Morelos,55126
15033,Ecatepec de Morelos,55127
15033,Ecatepec de Morelos,55128
15033,Ecatepec de Morelos,55129
15033,Ecatepec de Morelos,55130
15033,Ecatepec de Morelos,55135
15033,Ecatepec de Morelos,55137
15033,Ecatepec de Morelos,55138
15033,Ecatepec de Morelos,55139
15033,Ecatepec de Morelos,55140
15033,Ecatepec de Morelos,55146
15033,Ecatepec de Morelos,55147
15033,Ecatepec de Morelos,55148
15033,Ecatepec de Morelos,55149
15033,Ecatepec de Morelos,55158
15033,Ecatepec de Morelos,55170
15033,Ecatepec de Morelos,55176
15033,Ecatepec de Morelos,55179
15033,Ecatepec de Morelos,55180
15033,Ecatepec de Morelos,55187
15033,Ecatepec de Morelos,55188
15033,Ecatepec de Morelos,55189
15033,Ecatepec de Morelos,55190
15033,Ecatepec de Morelos,55200
15033,Ecatepec de Morelos,55210
15033,Ecatepec de Morelos,55218
15033,Ecatepec de Morelos,55220
15033,Ecatepec de Morelos,55230
15033,Ecatepec de Morelos,55234
15033,Ecatepec de Morelos,55235
15033,Ecatepec de Morelos,55236
15033,Ecatepec de Morelos,55237
15033,Ecatepec de Morelos,55238
15033,Ecatepec de Morelos,55240
15033,Ecatepec de Morelos,55242
15033,Ecatepec de Morelos,55243
15033,Ecatepec de Morelos,55244
15033,Ecatepec de Morelos,55245
15033,Ecatepec de Morelos,55246
15033,Ecatepec de Morelos,55247
15033,Ecatepec de Morelos,55248
15033,Ecatepec de Morelos,55249
15033,Ecatepec de Morelos,55260
15033,Ecatepec de Morelos,55264
15033,Ecatepec de Morelos,55266
15033,Ecatepec de Morelos,55267
15033,Ecatepec de Morelos,55268
15033,Ecatepec de Morelos,55269
15033,Ecatepec de Morelos,55270
15033,Ecatepec de Morelos,55280
15033,Ecatepec de Morelos,55284
15033,Ecatepec de Morelos,55287
15033,Ecatepec de Morelos,55288
15033,Ecatepec de Morelos,55289
15033,Ecatepec de Morelos,55290
15033,Ecatepec de Morelos,55294
15033,Ecatepec de Morelos,55295
15033,Ecatepec de Morelos,55296
15033,Ecatepec de Morelos,55297
15033,Ecatepec de Morelos,55298
15033,Ecatepec de Morelos,55299
15033,Ecatepec de Morelos,55300
15033,Ecatepec de Morelos,55308
15033,Ecatepec de Morelos,55310
15033,Ecatepec de Morelos,55316
15033,Ecatepec de Morelos,55317
15033,Ecatepec de Morelos,55320
15033,Ecatepec de Morelos,55330
15033,Ecatepec de Morelos,55338
15033,Ecatepec de Morelos,55339
15033,Ecatepec de Morelos,55340
15033,Ecatepec de Morelos,55347
15033,Ecatepec de Morelos,55348
15033,Ecatepec de Morelos,55349
15033,Ecatepec de Morelos,55360
15033,Ecatepec de Morelos,55369
15033,Ecatepec de Morelos,55390
15033,Ecatepec de Morelos,55400
15033,Ecatepec de Morelos,55404
15033,Ecatepec de Morelos,55405
15033,Ecatepec de Morelos,55407
15033,Ecatepec de Morelos,55410
15033,Ecatepec de Morelos,55414
15033,Ecatepec de Morelos,55415
15033,Ecatepec de Morelos,55416
15033,Ecatepec de Morelos,55417
15033,Ecatepec de Morelos,55418
15033,Ecatepec de Morelos,55419
15033,Ecatepec de Morelos,55420
15033,Ecatepec de Morelos,55425
15033,Ecatepec de Morelos,55429
15033,Ecatepec de Morelos,55430
15033,Ecatepec de Morelos,55450
15033,Ecatepec de Morelos,55458
15033,Ecatepec de Morelos,55459
15033,Ecatepec de Morelos,55490
15033,Ecatepec de Morelos,55498
15033,Ecatepec de Morelos,55500
15033,Ecatepec de Morelos,55506
15033,Ecatepec de Morelos,55507
15033,Ecatepec de Morelos,55508
15033,Ecatepec de Morelos,55509
15033,Ecatepec de Morelos,55510
15033,Ecatepec de Morelos,55515
15033,Ecatepec de Morelos,55516
15033,Ecatepec de Morelos,55517
15033,Ecatepec de Morelos,55518
15033,Ecatepec de Morelos,55519
15033,Ecatepec de Morelos,55520
15033,Ecatepec de Morelos,55530
15033,Ecatepec de Morelos,55540
15033,Ecatepec de Morelos,55547
15033,Ecatepec de Morelos,55548
15033,Ecatepec de Morelos,55549
15034,Ecatzingo,56990
15034,Ecatzingo,56993
15034,Ecatzingo,56994
15034,Ecatzingo,56996
15034,Ecatzingo,56999
15064,El Oro,50600
15064,El Oro,50601
15064,El Oro,50610
15064,El Oro,50614
15064,El Oro,50615
15064,El Oro,50616
15064,El Oro,50625
15064,El Oro,50626
15064,El Oro,50627
15064,El Oro,50630
15064,El Oro,50633
15064,El Oro,50634
15064,El Oro,50635
15064,El Oro,50636
15064,El Oro,50637
15035,Huehuetoca,54680
15035,Huehuetoca,54683
15035,Huehuetoca,54684
15035,Huehuetoca,54685
15035,Huehuetoca,54687
15035,Huehuetoca,54690
15035,Huehuetoca,54693
15035,Huehuetoca,54694
15035,Huehuetoca,54695
15035,Huehuetoca,54696
15035,Huehuetoca,54697
15036,Hueypoxtla,55670
15036,Hueypoxtla,55673
15036,Hueypoxtla,55676
15036,Hueypoxtla,55679
15036,Hueypoxtla,55680
15036,Hueypoxtla,55683
15036,Hueypoxtla,55684
15036,Hueypoxtla,55685
15036,Hueypoxtla,55689
15036,Hueypoxtla,55690
15036,Hueypoxtla,55694
15036,Hueypoxtla,55697
15037,Huixquilucan,52760
15037,Huixquilucan,52763
15037,Huixquilucan,52764
15037,Huixquilucan,52765
15037,Huixquilucan,52766
15037,Huixquilucan,52767
15037,Huixquilucan,52768
15037,Huixquilucan,52769
15037,Huixquilucan,52770
15037,Huixquilucan,52773
15037,Huixquilucan,52774
15037,Huixquilucan,52775
15037,Huixquilucan,52776
15037,Huixquilucan,52777
15037,Huixquilucan,52778
15037,Huixquilucan,52779
15037,Huixquilucan,52780
15037,Huixquilucan,52783
15037,Huixquilucan,52784
15037,Huixquilucan,52785
15037,Huixquilucan,52786
15037,Huixquilucan,52787
15037,Huixquilucan,52788
15037,Huixquilucan,52789
15037,Huixquilucan,52790
15037,Huixquilucan,52793
15037,Huixquilucan,52794
15037,Huixquilucan,52795
15037,Huixquilucan,52796
15037,Huixquilucan,52797
15037,Huixquilucan,52798
15037,Huixquilucan,52799
15038,Isidro Fabela,54480
15038,Isidro Fabela,54483
15038,Isidro Fabela,54484
15038,Isidro Fabela,54485
15039,Ixtapaluca,56530
15039,Ixtapaluca,56535
15039,Ixtapaluca,56536
15039,Ixtapaluca,56537
15039,Ixtapaluca,56538
15039,Ixtapaluca,56539
15039,Ixtapaluca,56540
15039,Ixtapaluca,56550
15039,Ixtapaluca,56553
15039,Ixtapaluca,56555
15039,Ixtapaluca,56556
15039,Ixtapaluca,56558
15039,Ixtapaluca,56560
15039,Ixtapaluca,56563
15039,Ixtapaluca,56564
15039,Ixtapaluca,56565
15039,Ixtapaluca,56566
15039,Ixtapaluca,56567
15039,Ixtapaluca,56568
15039,Ixtapaluca,56569
15039,Ixtapaluca,56570
15039,Ixtapaluca,56576
15039,Ixtapaluca,56577
15039,Ixtapaluca,56579
15039,Ixtapaluca,56580
15039,Ixtapaluca,56584
15039,Ixtapaluca,56585
15039,Ixtapaluca,56586
15039,Ixtapaluca,56587
15039,Ixtapaluca,56588
15039,Ixtapaluca,56589
15039,Ixtapaluca,56590
15039,Ixtapaluca,56599
15040,Ixtapan de la Sal,51900
15040,Ixtapan de la Sal,51904
15040,Ixtapan de la Sal,51905
15040,Ixtapan de la Sal,51906
15040,Ixtapan de la Sal,51907
15040,Ixtapan de la Sal,51910
15040,Ixtapan de la Sal,51915
15040,Ixtapan de la Sal,51916
15040,Ixtapan de la Sal,51917
15040,Ixtapan de la Sal,51920
15040,Ixtapan de la Sal,51923
15040,Ixtapan de la Sal,51924
15040,Ixtapan de la Sal,51930
15040,Ixtapan de la Sal,51933
15040,Ixtapan de la Sal,51936
15040,Ixtapan de la Sal,51937
15041,Ixtapan del Oro,51070
15041,Ixtapan del Oro,51074
15041,Ixtapan del Oro,51080
15041,Ixtapan del Oro,51083
15041,Ixtapan del Oro,51089
15041,Ixtapan del Oro,51090
15041,Ixtapan del Oro,51098
15041,Ixtapan del Oro,51099
15042,Ixtlahuaca,50740
15042,Ixtlahuaca,50743
15042,Ixtlahuaca,50744
15042,Ixtlahuaca,50750
15042,Ixtlahuaca,50753
15042,Ixtlahuaca,50754
15042,Ixtlahuaca,50755
15042,Ixtlahuaca,50760
15042,Ixtlahuaca,50764
15042,Ixtlahuaca,50770
15042,Ixtlahuaca,50773
15042,Ixtlahuaca,50774
15042,Ixtlahuaca,50775
15042,Ixtlahuaca,50780
15042,Ixtlahuaca,50783
15042,Ixtlahuaca,50785
15044,Jaltenco,55780
15044,Jaltenco,55783
15044,Jaltenco,55784
15045,Jilotepec,54240
15045,Jilotepec,54246
15045,Jilotepec,54250
15045,Jilotepec,54253
15045,Jilotepec,54254
15045,Jilotepec,54255
15045,Jilotepec,54256
15045,Jilotepec,54257
15045,Jilotepec,54260
15045,Jilotepec,54263
15045,Jilotepec,54264
15045,Jilotepec,54265
15045,Jilotepec,54270
15045,Jilotepec,54273
15045,Jilotepec,54274
15045,Jilotepec,54275
15045,Jilotepec,54276
15046,Jilotzingo,54570
15046,Jilotzingo,54571
15046,Jilotzingo,54573
15046,Jilotzingo,54574
15046,Jilotzingo,54575
15047,Jiquipilco,50800
15047,Jiquipilco,50810
15047,Jiquipilco,50813
15047,Jiquipilco,50814
15047,Jiquipilco,50815
15047,Jiquipilco,50816
15047,Jiquipilco,50820
15047,Jiquipilco,50823
15047,Jiquipilco,50824
15047,Jiquipilco,50825
15047,Jiquipilco,50826
15047,Jiquipilco,50830
15047,Jiquipilco,50833
15047,Jiquipilco,50834
15047,Jiquipilco,50835
15047,Jiquipilco,50836
15047,Jiquipilco,50840
15047,Jiquipilco,50843
15047,Jiquipilco,50844
15047,Jiquipilco,50845
15047,Jiquipilco,50846
15047,Jiquipilco,50847
15047,Jiquipilco,50848
15048,Jocotitlán,50700
15048,Jocotitlán,50710
15048,Jocotitlán,50713
15048,Jocotitlán,50714
15048,Jocotitlán,50715
15048,Jocotitlán,50716
15048,Jocotitlán,50717
15048,Jocotitlán,50720
15048,Jocotitlán,50724
15048,Jocotitlán,50725
15048,Jocotitlán,50726
15048,Jocotitlán,50727
15048,Jocotitlán,50733
15048,Jocotitlán,50734
15048,Jocotitlán,50735
15048,Jocotitlán,50736
15048,Jocotitlán,50737
15049,Joquicingo,52370
15049,Joquicingo,52374
15049,Joquicingo,52375
15049,Joquicingo,52376
15049,Joquicingo,52380
15049,Joquicingo,52384
15049,Joquicingo,52387
15049,Joquicingo,52390
15050,Juchitepec,56860
15050,Juchitepec,56864
15050,Juchitepec,56865
15050,Juchitepec,56866
15050,Juchitepec,56867
15070,La Paz,56400
15070,La Paz,56410
15070,La Paz,56420
15070,La Paz,56428
15070,La Paz,56429
15070,La Paz,56430
15070,La Paz,56440
15070,La Paz,56490
15070,La Paz,56495
15070,La Paz,56500
15070,La Paz,56505
15070,La Paz,56507
15070,La Paz,56508
15070,La Paz,56509
15070,La Paz,56510
15070,La Paz,56512
15070,La Paz,56513
15070,La Paz,56514
15070,La Paz,56515
15070,La Paz,56516
15070,La Paz,56520
15070,La Paz,56524
